id,text,language,scam_or_safe,scam_type,source,indicators,split
ss-000524,Your SBI debit card is blocked. Share OTP and login at http://verify-kyc.example.in/update to unblock.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000526,"PNB: Rs.80.00 debited from a/c XX90 on 28-Jul at POS. If not you, use official PNB app.",en,safe,safe,synthetic_scamshield,none,train
ss-000527,"Birthday dinner ghar pe hai, paise mat bhejna.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000530,"Package delivered. If a courier asks for extra customs pay by unknown link, refuse and use the shop app.",en,safe,safe,synthetic_scamshield,none,train
ss-000531,ICICI केवाईसी पूरा है। लिंक पर क्लिक न करें और ओटीपी साझा न करें।,hi,safe,safe,synthetic_scamshield,none,train
ss-000532,ICICI KYC pending hai. Jaldi http://192.0.2.10/login pe update karo warna account band ho jayega.,hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000533,SBI KYC पूर्ण आहे. लिंक उघडू नका. OTP देऊ नका.,mr,safe,safe,synthetic_scamshield,none,train
ss-000534,"Paytm support: we are sending a request, approve it and read the OTP.",en,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,train
ss-000537,HDFC security: unusual login detected. Confirm PIN on http://verify-kyc.example.in/update within 10 minutes.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000538,Aapka HDFC account block ho raha hai. OTP share karo aur http://verify-kyc.example.in/update kholo.,hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000539,Income tax refund pending. Submit PAN on http://verify-kyc.example.in/update immediately.,en,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000540,"You are selected for instant loan approval, click to proceed please act now",hinglish,scam,loan,hf_karanverma19,suspicious_url|loan,train
ss-000541,ईमेल लॉगिन http://192.0.2.10/login वर अपडेट करा नाहीतर बंद होईल.,mr,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000542,"You received Rs 50,000. Confirm UPI PIN on http://verify-kyc.example.in/update to credit your Google Pay wallet.",en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000543,"Aapka parcel customs me atka hai, ₹35 pay karke release kare",hinglish,scam,delivery,hf_karanverma19,delivery,train
ss-000544,Official HDFC app se hi login karo. Customer care OTP nahi mangta.,hinglish,safe,safe,synthetic_scamshield,none,train
ss-000545,क्रिप्टो ग्रुप: 24 तासात डबल. http://192.0.2.10/login वर पैसे टाका.,mr,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,train
ss-000546,Your PhonePe payment of Rs 1 failed. Pay the remaining Rs 1 on http://192.0.2.10/login to receive a refund.,en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000547,आपका SBI कार्ड ब्लॉक है। अनब्लॉक करने हेतु http://verify-kyc.example.in/update खोलें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000548,"आई, मी कॉलेजमध्ये पोहोचलो. संध्याकाळी फोन करतो.",mr,safe,safe,synthetic_scamshield,none,train
ss-000549,"Loan EMI paid hai, processing fee ke naam pe paise mat bhejna.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000550,"Aapka SBI ATM card block ho gaya hai, details update kare http://verify-kyc.example.in/update",hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
